CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,KMeans_Cluster,Churned,ChurnProb,ChurnRisk
10084,2,28,4878.95,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
10085,1,26,4861.81,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
10086,18,24,5759.14,3,3,5,11,Loyal Customers,0,0,2.054780142953053e-06,Low
10087,53,21,2786.34,1,2,1,4,Hibernating,2,0,2.054780142953053e-06,Low
10088,5,23,3948.63,5,2,3,10,New Customers,3,0,2.054780142953053e-06,Low
10089,48,21,2754.46,2,2,1,5,Hibernating,2,0,2.054780142953053e-06,Low
10090,24,18,3596.11,3,1,3,7,Potential Loyalists,3,0,2.054780142953053e-06,Low
10091,7,21,3085.9700000000003,5,2,2,9,New Customers,3,0,2.054780142953053e-06,Low
10092,8,24,2736.03,5,3,1,9,Loyal Customers,3,0,2.054780142953053e-06,Low
10093,7,27,5461.21,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
10094,34,20,3805.43,2,1,3,6,Hibernating,3,0,2.054780142953053e-06,Low
10095,52,18,2400.55,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
10096,2,30,4515.99,5,5,4,14,Champions,0,0,2.054780142953053e-06,Low
10097,37,13,2948.89,2,1,2,5,Hibernating,2,0,2.054780142953053e-06,Low
10098,29,23,4283.26,3,2,4,9,Potential Loyalists,0,0,2.054780142953053e-06,Low
10099,57,31,4375.12,1,5,4,10,At-Risk,1,0,2.054780142953053e-06,Low
10100,46,26,5237.67,2,4,5,11,At-Risk,0,0,2.054780142953053e-06,Low
10101,109,26,4589.98,1,4,4,9,At-Risk,1,1,0.999960475843155,High
10102,22,19,2339.17,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
10103,16,23,4506.1900000000005,4,2,4,10,New Customers,0,0,2.054780142953053e-06,Low
10104,58,17,1804.65,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
10105,36,16,3384.0,2,1,2,5,Hibernating,2,0,2.054780142953053e-06,Low
10106,79,19,2511.82,1,1,1,3,Hibernating,4,0,2.054780142953053e-06,Low
10107,24,24,5026.0,3,3,5,11,Loyal Customers,0,0,2.054780142953053e-06,Low
10108,23,25,4287.47,3,3,4,10,Loyal Customers,0,0,2.054780142953053e-06,Low
10109,3,27,4825.71,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
10110,60,18,3595.48,1,1,3,5,Hibernating,2,0,2.054780142953053e-06,Low
10111,21,21,4351.76,3,2,4,9,Potential Loyalists,3,0,2.054780142953053e-06,Low
10112,13,30,4295.8,4,5,4,13,Champions,0,0,2.054780142953053e-06,Low
10113,52,18,3437.8900000000003,1,1,2,4,Hibernating,2,0,2.054780142953053e-06,Low
10114,10,27,4741.04,4,4,4,12,Champions,0,0,2.054780142953053e-06,Low
10115,10,24,3516.49,4,3,2,9,Loyal Customers,3,0,2.054780142953053e-06,Low
10116,35,27,3599.72,2,4,3,9,At-Risk,0,0,2.054780142953053e-06,Low
10117,1,26,4877.97,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
10118,5,22,4268.86,5,2,4,11,New Customers,3,0,2.054780142953053e-06,Low
10119,62,22,3957.57,1,2,3,6,Hibernating,1,0,2.054780142953053e-06,Low
10120,37,31,4978.7,2,5,5,12,At-Risk,5,0,2.054780142953053e-06,Low
10121,33,22,4178.35,2,2,4,8,Hibernating,3,0,2.054780142953053e-06,Low
10122,9,21,3280.9700000000003,4,2,2,8,New Customers,3,0,2.054780142953053e-06,Low
10123,65,25,4566.43,1,3,4,8,At-Risk,1,0,2.054780142953053e-06,Low
10124,9,22,3893.77,4,2,3,9,New Customers,3,0,2.054780142953053e-06,Low
10125,40,26,3561.19,2,4,3,9,At-Risk,1,0,2.054780142953053e-06,Low
10126,3,25,3804.69,5,3,3,11,Loyal Customers,0,0,2.054780142953053e-06,Low
10127,29,28,3710.01,3,4,3,10,Loyal Customers,0,0,2.054780142953053e-06,Low
10128,15,25,5668.03,4,3,5,12,Loyal Customers,0,0,2.054780142953053e-06,Low
10129,11,23,4374.37,4,2,4,10,New Customers,0,0,2.054780142953053e-06,Low
10130,88,29,5597.65,1,5,5,11,At-Risk,1,0,2.054780142953053e-06,Low
10131,31,27,4106.28,2,4,4,10,At-Risk,0,0,2.054780142953053e-06,Low
10132,7,27,3364.56,5,4,2,11,Champions,0,0,2.054780142953053e-06,Low
10133,1,27,5503.3,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
10134,18,28,4771.16,3,4,4,11,Loyal Customers,0,0,2.054780142953053e-06,Low
10135,31,35,6488.63,2,5,5,12,At-Risk,5,0,2.054780142953053e-06,Low
10136,30,22,4444.42,2,2,4,8,Hibernating,0,0,2.054780142953053e-06,Low
10137,31,25,3086.62,2,3,2,7,At-Risk,3,0,2.054780142953053e-06,Low
10138,42,19,3100.14,2,1,2,5,Hibernating,2,0,2.054780142953053e-06,Low
10139,11,23,3776.33,4,2,3,9,New Customers,3,0,2.054780142953053e-06,Low
10140,27,30,5704.25,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
10141,71,29,5910.93,1,5,5,11,At-Risk,5,0,2.054780142953053e-06,Low
10142,58,18,2409.26,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
10143,5,21,2682.49,5,2,1,8,New Customers,3,0,2.054780142953053e-06,Low
10144,1,18,2705.78,5,1,1,7,New Customers,2,0,2.054780142953053e-06,Low
10145,16,24,4790.23,4,3,4,11,Loyal Customers,0,0,2.054780142953053e-06,Low
10146,79,26,2780.09,1,4,1,6,At-Risk,1,0,2.054780142953053e-06,Low
10147,36,27,3837.83,2,4,3,9,At-Risk,0,0,2.054780142953053e-06,Low
10148,21,32,7126.58,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
10149,81,18,2476.1800000000003,1,1,1,3,Hibernating,4,0,2.054780142953053e-06,Low
10150,40,34,6335.7,2,5,5,12,At-Risk,5,0,2.054780142953053e-06,Low
10151,3,21,2849.71,5,2,1,8,New Customers,3,0,2.054780142953053e-06,Low
10152,5,23,2765.87,5,2,1,8,New Customers,3,0,2.054780142953053e-06,Low
10153,15,21,2910.86,4,2,1,7,New Customers,3,0,2.054780142953053e-06,Low
10154,3,22,4071.24,5,2,4,11,New Customers,3,0,2.054780142953053e-06,Low
10155,17,27,4893.82,4,4,5,13,Champions,0,0,2.054780142953053e-06,Low
10156,46,33,5825.75,2,5,5,12,At-Risk,5,0,2.054780142953053e-06,Low
10157,57,21,2736.69,1,2,1,4,Hibernating,2,0,2.054780142953053e-06,Low
10158,11,25,4242.11,4,3,4,11,Loyal Customers,0,0,2.054780142953053e-06,Low
10159,8,24,5191.33,5,3,5,13,Loyal Customers,0,0,2.054780142953053e-06,Low
10160,66,18,2104.21,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
10161,15,20,2205.84,4,1,1,6,New Customers,2,0,2.054780142953053e-06,Low
10162,33,19,2374.57,2,1,1,4,Hibernating,2,0,2.054780142953053e-06,Low
10163,8,24,2906.3100000000004,5,3,1,9,Loyal Customers,3,0,2.054780142953053e-06,Low
10164,69,23,3101.24,1,2,2,5,Hibernating,1,0,2.054780142953053e-06,Low
10165,74,17,1921.34,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
10166,60,25,3472.8,1,3,2,6,At-Risk,1,0,2.054780142953053e-06,Low
10167,143,29,3998.6,1,5,3,9,At-Risk,4,1,0.999960475843155,High
10168,4,26,4005.49,5,4,3,12,Champions,0,0,2.054780142953053e-06,Low
10169,30,22,4170.4,2,2,4,8,Hibernating,3,0,2.054780142953053e-06,Low
10170,174,22,3789.29,1,2,3,6,Hibernating,4,1,0.999960475843155,High
10171,14,25,4295.52,4,3,4,11,Loyal Customers,0,0,2.054780142953053e-06,Low
10172,39,19,3247.43,2,1,2,5,Hibernating,2,0,2.054780142953053e-06,Low
10173,56,20,2915.08,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
10174,18,26,3294.4,3,4,2,9,Loyal Customers,3,0,2.054780142953053e-06,Low
10175,29,15,1869.19,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
10176,15,21,3429.74,4,2,2,8,New Customers,3,0,2.054780142953053e-06,Low
10177,51,19,3009.53,1,1,2,4,Hibernating,2,0,2.054780142953053e-06,Low
10178,11,18,2445.4500000000003,4,1,1,6,New Customers,2,0,2.054780142953053e-06,Low
10179,15,20,3274.12,4,1,2,7,New Customers,3,0,2.054780142953053e-06,Low
10180,8,29,4086.0,5,5,4,14,Champions,0,0,2.054780142953053e-06,Low
10181,18,28,5760.06,3,4,5,12,Loyal Customers,5,0,2.054780142953053e-06,Low
10182,21,26,3838.2,3,4,3,10,Loyal Customers,0,0,2.054780142953053e-06,Low
10183,15,25,2770.94,4,3,1,8,Loyal Customers,3,0,2.054780142953053e-06,Low
10184,29,20,4631.18,3,1,4,8,Potential Loyalists,3,0,2.054780142953053e-06,Low
10185,1,26,3891.91,5,4,3,12,Champions,0,0,2.054780142953053e-06,Low
10186,26,18,2129.4700000000003,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
10187,49,22,4240.71,2,2,4,8,Hibernating,1,0,2.054780142953053e-06,Low
10188,6,27,5184.53,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
10189,33,20,4205.900000000001,2,1,4,7,Hibernating,3,0,2.054780142953053e-06,Low
10190,24,24,3962.26,3,3,3,9,Loyal Customers,3,0,2.054780142953053e-06,Low
10191,22,17,1630.23,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
10192,2,18,2065.06,5,1,1,7,New Customers,2,0,2.054780142953053e-06,Low
10193,63,23,3112.6,1,2,2,5,Hibernating,1,0,2.054780142953053e-06,Low
10194,63,22,3345.58,1,2,2,5,Hibernating,1,0,2.054780142953053e-06,Low
10195,21,23,3273.72,3,2,2,7,Potential Loyalists,3,0,2.054780142953053e-06,Low
10196,34,31,3286.33,2,5,2,9,At-Risk,0,0,2.054780142953053e-06,Low
10197,45,18,2948.63,2,1,2,5,Hibernating,2,0,2.054780142953053e-06,Low
10198,21,34,6728.73,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
10199,26,23,3145.54,3,2,2,7,Potential Loyalists,3,0,2.054780142953053e-06,Low
10200,4,25,4103.84,5,3,4,12,Loyal Customers,0,0,2.054780142953053e-06,Low
10201,40,27,4624.38,2,4,4,10,At-Risk,0,0,2.054780142953053e-06,Low
10202,15,29,4805.51,4,5,5,14,Champions,0,0,2.054780142953053e-06,Low
10203,18,29,4852.0,3,5,5,13,Loyal Customers,0,0,2.054780142953053e-06,Low
10204,29,27,4907.57,3,4,5,12,Loyal Customers,0,0,2.054780142953053e-06,Low
10205,36,29,5260.55,2,5,5,12,At-Risk,5,0,2.054780142953053e-06,Low
10206,26,22,2493.58,3,2,1,6,Potential Loyalists,3,0,2.054780142953053e-06,Low
10207,16,21,3636.89,4,2,3,9,New Customers,3,0,2.054780142953053e-06,Low
10208,56,17,2067.21,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
10209,2,26,3587.92,5,4,3,12,Champions,0,0,2.054780142953053e-06,Low
10210,4,25,2874.07,5,3,1,9,Loyal Customers,3,0,2.054780142953053e-06,Low
10211,48,22,5450.91,2,2,5,9,Hibernating,1,0,2.054780142953053e-06,Low
10212,5,20,4382.84,5,1,4,10,New Customers,3,0,2.054780142953053e-06,Low
10213,23,23,3289.42,3,2,2,7,Potential Loyalists,3,0,2.054780142953053e-06,Low
10214,1,20,3193.06,5,1,2,8,New Customers,3,0,2.054780142953053e-06,Low
10215,30,24,3215.48,2,3,2,7,At-Risk,3,0,2.054780142953053e-06,Low
10216,6,24,2660.7,5,3,1,9,Loyal Customers,3,0,2.054780142953053e-06,Low
10217,9,35,5830.17,4,5,5,14,Champions,5,0,2.054780142953053e-06,Low
10218,22,24,2643.93,3,3,1,7,Loyal Customers,3,0,2.054780142953053e-06,Low
10219,25,22,4511.88,3,2,4,9,Potential Loyalists,0,0,2.054780142953053e-06,Low
10220,28,19,3556.02,3,1,3,7,Potential Loyalists,3,0,2.054780142953053e-06,Low
10221,13,28,4127.82,4,4,4,12,Champions,0,0,2.054780142953053e-06,Low
10222,1,26,4848.57,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
10223,87,27,3272.37,1,4,2,7,At-Risk,1,0,2.054780142953053e-06,Low
10224,1,34,5650.71,5,5,5,15,Champions,5,0,2.054780142953053e-06,Low
10225,65,21,5596.44,1,2,5,8,Hibernating,1,0,2.054780142953053e-06,Low
10226,42,23,2217.99,2,2,1,5,Hibernating,2,0,2.054780142953053e-06,Low
10227,102,22,4226.38,1,2,4,7,Hibernating,4,1,0.999960475843155,High
10228,28,28,4664.91,3,4,4,11,Loyal Customers,0,0,2.054780142953053e-06,Low
10229,25,33,4718.86,3,5,4,12,Loyal Customers,5,0,2.054780142953053e-06,Low
10230,32,13,3185.64,2,1,2,5,Hibernating,2,0,2.054780142953053e-06,Low
10231,6,20,2139.32,5,1,1,7,New Customers,2,0,2.054780142953053e-06,Low
10232,32,27,3639.58,2,4,3,9,At-Risk,0,0,2.054780142953053e-06,Low
10233,72,26,3265.89,1,4,2,7,At-Risk,1,0,2.054780142953053e-06,Low
10234,5,15,2918.3,5,1,1,7,New Customers,2,0,2.054780142953053e-06,Low
10235,32,24,3255.06,2,3,2,7,At-Risk,3,0,2.054780142953053e-06,Low
10236,7,30,4651.89,5,5,4,14,Champions,0,0,2.054780142953053e-06,Low
10237,58,31,4964.12,1,5,5,11,At-Risk,5,0,2.054780142953053e-06,Low
10238,8,22,3107.02,5,2,2,9,New Customers,3,0,2.054780142953053e-06,Low
10239,2,28,3429.58,5,4,2,11,Champions,0,0,2.054780142953053e-06,Low
10240,4,25,4507.79,5,3,4,12,Loyal Customers,0,0,2.054780142953053e-06,Low
10241,11,25,3660.92,4,3,3,10,Loyal Customers,3,0,2.054780142953053e-06,Low
10242,18,15,2245.38,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
10243,31,19,2902.35,2,1,1,4,Hibernating,2,0,2.054780142953053e-06,Low
10244,107,22,3388.67,1,2,2,5,Hibernating,4,1,0.999960475843155,High
10245,17,29,5815.05,4,5,5,14,Champions,5,0,2.054780142953053e-06,Low
10246,48,20,2697.44,2,1,1,4,Hibernating,2,0,2.054780142953053e-06,Low
10247,72,18,3336.24,1,1,2,4,Hibernating,2,0,2.054780142953053e-06,Low
10248,11,21,3920.4,4,2,3,9,New Customers,3,0,2.054780142953053e-06,Low
10249,4,23,3428.44,5,2,2,9,New Customers,3,0,2.054780142953053e-06,Low
10250,26,34,5993.0,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
10251,10,15,1885.72,4,1,1,6,New Customers,2,0,2.054780142953053e-06,Low
10252,65,19,2715.6600000000003,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
10253,50,31,4157.3,1,5,4,10,At-Risk,1,0,2.054780142953053e-06,Low
10254,16,17,2609.66,4,1,1,6,New Customers,2,0,2.054780142953053e-06,Low
10255,2,23,3502.56,5,2,2,9,New Customers,3,0,2.054780142953053e-06,Low
10256,35,22,4473.36,2,2,4,8,Hibernating,1,0,2.054780142953053e-06,Low
10257,1,22,2835.27,5,2,1,8,New Customers,3,0,2.054780142953053e-06,Low
10258,36,20,3445.13,2,1,2,5,Hibernating,3,0,2.054780142953053e-06,Low
10259,8,20,3101.73,5,1,2,8,New Customers,3,0,2.054780142953053e-06,Low
10260,12,24,3687.97,4,3,3,10,Loyal Customers,3,0,2.054780142953053e-06,Low
10261,11,20,2242.75,4,1,1,6,New Customers,2,0,2.054780142953053e-06,Low
10262,17,26,4336.2,4,4,4,12,Champions,0,0,2.054780142953053e-06,Low
10263,8,29,3834.13,5,5,3,13,Champions,0,0,2.054780142953053e-06,Low
10264,17,21,3388.1800000000003,4,2,2,8,New Customers,3,0,2.054780142953053e-06,Low
10265,34,22,4673.28,2,2,4,8,Hibernating,0,0,2.054780142953053e-06,Low
10266,40,30,5444.1900000000005,2,5,5,12,At-Risk,5,0,2.054780142953053e-06,Low
10267,60,26,4400.5,1,4,4,9,At-Risk,1,0,2.054780142953053e-06,Low
10268,48,22,3210.48,2,2,2,6,Hibernating,1,0,2.054780142953053e-06,Low
10269,7,28,5524.68,5,4,5,14,Champions,5,0,2.054780142953053e-06,Low
10270,6,18,4623.46,5,1,4,10,New Customers,3,0,2.054780142953053e-06,Low
10271,66,25,3421.74,1,3,2,6,At-Risk,1,0,2.054780142953053e-06,Low
10272,27,29,7064.9800000000005,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
10273,24,20,3125.15,3,1,2,6,Potential Loyalists,3,0,2.054780142953053e-06,Low
10274,13,21,2784.08,4,2,1,7,New Customers,3,0,2.054780142953053e-06,Low
10275,47,19,2651.27,2,1,1,4,Hibernating,2,0,2.054780142953053e-06,Low
10276,15,26,4388.55,4,4,4,12,Champions,0,0,2.054780142953053e-06,Low
10277,15,20,2381.47,4,1,1,6,New Customers,2,0,2.054780142953053e-06,Low
10278,79,21,4570.47,1,2,4,7,Hibernating,1,0,2.054780142953053e-06,Low
10279,20,29,3845.11,3,5,3,11,Loyal Customers,0,0,2.054780142953053e-06,Low
10280,37,27,4201.0,2,4,4,10,At-Risk,0,0,2.054780142953053e-06,Low
10281,91,20,3132.15,1,1,2,4,Hibernating,4,1,0.999960475843155,High
10282,18,29,3852.12,3,5,3,11,Loyal Customers,0,0,2.054780142953053e-06,Low
10283,20,21,3688.29,3,2,3,8,Potential Loyalists,3,0,2.054780142953053e-06,Low
10284,48,31,4509.22,2,5,4,11,At-Risk,5,0,2.054780142953053e-06,Low
10285,26,20,5088.57,3,1,5,9,Potential Loyalists,0,0,2.054780142953053e-06,Low
10286,2,25,4994.82,5,3,5,13,Loyal Customers,0,0,2.054780142953053e-06,Low
10287,16,24,4069.93,4,3,4,11,Loyal Customers,0,0,2.054780142953053e-06,Low
10288,69,18,2945.48,1,1,2,4,Hibernating,2,0,2.054780142953053e-06,Low
10289,21,24,2219.56,3,3,1,7,Loyal Customers,3,0,2.054780142953053e-06,Low
10290,24,27,4556.64,3,4,4,11,Loyal Customers,0,0,2.054780142953053e-06,Low
10291,15,22,2951.34,4,2,2,8,New Customers,3,0,2.054780142953053e-06,Low
10292,12,26,3963.56,4,4,3,11,Champions,0,0,2.054780142953053e-06,Low
10293,33,21,2716.02,2,2,1,5,Hibernating,2,0,2.054780142953053e-06,Low
10294,5,28,6044.55,5,4,5,14,Champions,5,0,2.054780142953053e-06,Low
10295,38,18,2781.34,2,1,1,4,Hibernating,2,0,2.054780142953053e-06,Low
10296,11,23,4320.31,4,2,4,10,New Customers,0,0,2.054780142953053e-06,Low
10297,66,23,5110.29,1,2,5,8,Hibernating,1,0,2.054780142953053e-06,Low
10298,1,19,3332.7200000000003,5,1,2,8,New Customers,3,0,2.054780142953053e-06,Low
10299,36,24,2831.8,2,3,1,6,At-Risk,3,0,2.054780142953053e-06,Low
10300,65,19,2936.17,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
10301,90,19,3474.45,1,1,2,4,Hibernating,4,0,2.054780142953053e-06,Low
10302,11,22,2914.47,4,2,1,7,New Customers,3,0,2.054780142953053e-06,Low
10303,36,33,4329.03,2,5,4,11,At-Risk,5,0,2.054780142953053e-06,Low
10304,1,25,3624.86,5,3,3,11,Loyal Customers,3,0,2.054780142953053e-06,Low
10305,8,23,3020.7000000000003,5,2,2,9,New Customers,3,0,2.054780142953053e-06,Low
10306,3,26,5613.49,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
10307,27,16,2566.89,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
10308,12,24,4013.75,4,3,3,10,Loyal Customers,0,0,2.054780142953053e-06,Low
10309,25,22,2588.71,3,2,1,6,Potential Loyalists,3,0,2.054780142953053e-06,Low
10310,2,32,3824.29,5,5,3,13,Champions,0,0,2.054780142953053e-06,Low
10311,3,22,3652.58,5,2,3,10,New Customers,3,0,2.054780142953053e-06,Low
10312,26,26,3802.32,3,4,3,10,Loyal Customers,0,0,2.054780142953053e-06,Low
